customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
RESIDENT,11.05,1.32,4.93,6.12,9,10,11,12,5.86,-1.64,12.38
GOVERNMENT,128.81,91.17,132.67,161.31,1,2,3,4,128.49,10.83,118.29
RESIDENT,10.9,11.4,16.27,20.55,1,2,3,4,14.78,3.22,19.18
GOVERNMENT,336.26,336.8,400.96,358.85,12,1,2,3,358.22,7.53,321.68
PUBLIC_SERVICE,81.0,69.77,60.52,69.74,7,8,9,10,70.26,-3.75,49.06
RESIDENT,38.13,28.78,39.53,30.05,5,6,7,8,34.12,-2.69,35.2
FACTORY,1962.89,1787.91,1902.8,1910.95,2,3,4,5,1891.14,-17.31,1739.89
RESIDENT,28.34,44.02,30.46,30.85,1,2,3,4,33.42,0.84,37.02
ORGANIZATION,147.47,132.41,151.33,146.22,3,4,5,6,144.36,-0.42,114.05
RESIDENT,18.03,24.13,9.69,12.2,8,9,10,11,16.01,-1.94,18.34
PUBLIC_SERVICE,125.35,121.5,122.01,147.69,5,6,7,8,129.14,7.45,97.85
RESIDENT,58.45,41.36,36.48,36.22,5,6,7,8,43.13,-7.41,31.08
RESIDENT,18.51,12.91,19.38,13.2,7,8,9,10,16.0,-1.77,9.74
ORGANIZATION,89.61,63.57,87.49,90.58,12,1,2,3,82.81,0.32,117.66
RESIDENT,16.6,28.77,32.18,32.06,1,2,3,4,27.4,5.15,31.4
RESIDENT,26.63,25.44,25.36,19.39,7,8,9,10,24.21,-2.41,19.02
RESIDENT,29.02,24.22,22.05,17.12,7,8,9,10,23.1,-3.97,22.65
RESIDENT,8.81,6.34,10.57,13.58,10,11,12,1,9.82,1.59,8.58
GOVERNMENT,263.16,242.1,167.62,247.61,5,6,7,8,230.12,-5.18,245.66
RESIDENT,27.41,28.42,29.88,31.78,11,12,1,2,29.37,1.46,41.42
FACTORY,910.36,1284.35,1246.14,983.38,4,5,6,7,1106.06,24.34,1060.26
RESIDENT,23.9,23.48,27.92,24.56,4,5,6,7,24.96,0.22,20.61
GOVERNMENT,531.74,379.45,358.32,445.0,10,11,12,1,428.63,-28.91,337.27
PUBLIC_SERVICE,132.3,130.0,132.55,155.32,10,11,12,1,137.54,7.67,157.14
RESIDENT,20.2,10.3,14.12,13.28,8,9,10,11,14.47,-2.31,13.48
ORGANIZATION,141.72,114.65,120.75,107.68,9,10,11,12,121.2,-11.35,175.63
RESIDENT,8.95,12.76,8.19,16.2,10,11,12,1,11.52,2.42,19.28
ORGANIZATION,101.37,100.76,93.76,111.9,1,2,3,4,101.95,3.51,180.67
RESIDENT,11.8,16.71,14.39,14.31,4,5,6,7,14.3,0.84,7.3
PUBLIC_SERVICE,104.23,83.47,107.27,78.74,6,7,8,9,93.43,-8.5,112.7
RESIDENT,18.49,19.02,14.14,14.73,4,5,6,7,16.59,-1.25,16.81
FACTORY,1510.07,1309.29,1408.98,1361.4,5,6,7,8,1397.43,-49.56,1360.98
RESIDENT,25.97,22.09,21.9,19.08,8,9,10,11,22.26,-2.3,36.02
GOVERNMENT,335.92,381.75,388.79,411.1,3,4,5,6,379.39,25.06,409.52
RESIDENT,13.13,16.07,12.61,12.88,8,9,10,11,13.67,-0.08,11.34
GOVERNMENT,300.74,329.76,295.61,336.26,9,10,11,12,315.59,11.84,336.8
RESIDENT,22.73,19.25,17.55,23.3,4,5,6,7,20.71,0.19,9.64
PUBLIC_SERVICE,100.59,152.66,100.15,134.81,12,1,2,3,122.05,11.41,140.83
GOVERNMENT,481.94,446.58,500.51,448.4,11,12,1,2,469.36,-11.18,500.78
RESIDENT,9.38,3.59,0.71,7.41,10,11,12,1,5.27,-0.66,9.88
PUBLIC_SERVICE,65.45,77.07,76.37,59.05,4,5,6,7,69.48,-2.13,67.31
RESIDENT,15.97,10.59,14.3,15.23,1,2,3,4,14.02,-0.25,21.3
RESIDENT,9.1,7.12,4.57,3.96,10,11,12,1,6.19,-1.71,11.91
RESIDENT,31.99,27.76,30.8,35.67,4,5,6,7,31.55,1.23,27.83
GOVERNMENT,344.39,366.07,277.36,345.18,9,10,11,12,333.25,0.26,327.47
ORGANIZATION,119.45,80.38,96.24,90.0,8,9,10,11,96.52,-9.82,71.04
RESIDENT,40.65,37.41,38.79,39.47,1,2,3,4,39.08,-0.39,44.69
RESIDENT,11.17,28.72,18.29,15.6,2,3,4,5,18.45,1.48,18.42
RESIDENT,22.58,27.75,24.12,26.11,1,2,3,4,25.14,1.18,24.4
RESIDENT,8.39,9.23,20.05,15.03,2,3,4,5,13.18,2.21,12.34
GOVERNMENT,460.58,378.32,355.01,322.66,5,6,7,8,379.14,-45.97,278.15
RESIDENT,7.72,4.8,11.39,11.79,12,1,2,3,8.93,1.36,12.74
PUBLIC_SERVICE,73.43,53.54,82.6,77.17,1,2,3,4,71.69,1.25,94.63
ORGANIZATION,150.04,148.46,154.27,181.44,4,5,6,7,158.55,10.47,158.12
RESIDENT,33.29,21.1,20.73,17.31,6,7,8,9,23.11,-5.33,19.89
RESIDENT,9.93,15.7,14.89,8.32,3,4,5,6,12.21,-0.54,13.46
FACTORY,853.53,809.56,984.08,793.94,4,5,6,7,860.28,-19.86,813.22
RESIDENT,30.98,28.78,30.49,31.34,6,7,8,9,30.4,0.12,30.12
RESIDENT,30.96,23.85,20.61,25.81,7,8,9,10,25.31,-1.72,25.74
RESIDENT,1.21,8.04,5.55,11.52,11,12,1,2,6.58,3.44,14.78
RESIDENT,31.12,37.31,33.16,28.32,5,6,7,8,32.48,-0.93,32.76
ORGANIZATION,153.11,106.17,113.91,128.54,2,3,4,5,125.43,-8.19,106.56
PUBLIC_SERVICE,124.39,118.14,120.01,121.2,11,12,1,2,120.94,-1.06,121.81
ORGANIZATION,143.89,144.17,131.82,148.03,2,3,4,5,141.98,1.38,145.16
RESIDENT,27.48,21.49,19.72,22.84,12,1,2,3,22.88,-1.55,29.1
FACTORY,1706.82,1915.51,1992.89,1977.59,2,3,4,5,1898.2,90.26,2111.57
RESIDENT,4.81,7.82,7.12,10.92,12,1,2,3,7.67,2.04,8.64
GOVERNMENT,70.05,145.67,116.34,167.12,12,1,2,3,124.79,32.36,171.95
FACTORY,786.21,722.44,769.13,806.42,9,10,11,12,771.05,6.74,627.17
ORGANIZATION,191.44,178.45,180.27,167.6,5,6,7,8,179.44,-7.95,199.5
ORGANIZATION,194.88,175.08,171.37,136.89,5,6,7,8,169.56,-19.33,239.55
RESIDENT,0.5,4.76,13.27,15.61,1,2,3,4,8.54,5.04,12.46
ORGANIZATION,246.51,183.49,176.28,240.48,1,2,3,4,211.69,-2.01,222.25
PUBLIC_SERVICE,30.4,68.1,68.41,65.23,4,5,6,7,58.03,11.61,46.48
RESIDENT,5.95,3.29,3.08,4.54,8,9,10,11,4.21,-0.47,3.23
RESIDENT,20.13,27.59,19.97,27.23,2,3,4,5,23.73,2.37,33.56
RESIDENT,11.05,10.7,13.61,15.15,1,2,3,4,12.63,1.37,21.58
RESIDENT,36.31,40.13,41.23,33.31,5,6,7,8,37.74,-1.0,30.2
RESIDENT,21.55,25.84,28.74,46.56,12,1,2,3,30.67,8.34,26.88
PUBLIC_SERVICE,43.98,44.12,71.54,61.61,2,3,4,5,55.31,5.88,50.25
GOVERNMENT,228.21,119.4,171.72,148.02,7,8,9,10,166.84,-26.73,64.99
PUBLIC_SERVICE,85.55,87.46,91.79,94.66,3,4,5,6,89.87,3.04,97.28
RESIDENT,8.92,9.28,6.17,13.06,9,10,11,12,9.36,1.38,11.8
PUBLIC_SERVICE,77.99,84.38,56.45,68.73,7,8,9,10,71.89,-3.09,75.5
ORGANIZATION,179.83,257.74,148.75,112.5,6,7,8,9,174.71,-22.44,143.74
RESIDENT,19.64,22.84,13.21,8.13,5,6,7,8,15.96,-3.84,9.87
FACTORY,1124.52,1059.06,1139.98,1093.01,1,2,3,4,1104.14,-10.5,1088.24
ORGANIZATION,175.93,142.76,167.37,165.08,4,5,6,7,162.78,-3.62,126.28
RESIDENT,15.77,21.62,17.13,18.92,4,5,6,7,18.36,1.05,9.18
FACTORY,2465.4,1761.4,1762.26,1632.16,6,7,8,9,1905.31,-277.75,1790.41
PUBLIC_SERVICE,138.83,130.94,144.1,131.83,4,5,6,7,136.43,-2.33,138.15
FACTORY,1570.27,1670.5,1721.33,1589.76,9,10,11,12,1637.97,6.5,1878.47
ORGANIZATION,42.12,14.45,48.5,44.96,9,10,11,12,37.51,0.95,31.01
FACTORY,2046.85,2025.75,1954.46,2119.55,12,1,2,3,2036.65,24.23,2153.13
GOVERNMENT,243.27,265.12,300.05,235.44,6,7,8,9,260.97,-2.61,223.29
GOVERNMENT,578.22,558.66,490.18,763.06,5,6,7,8,597.53,61.61,490.81
RESIDENT,31.71,26.89,23.96,24.28,5,6,7,8,26.71,-2.48,23.34
RESIDENT,38.67,33.26,41.81,29.03,6,7,8,9,35.69,-3.21,26.92
PUBLIC_SERVICE,69.46,78.83,76.37,55.9,6,7,8,9,70.14,-4.52,56.68
ORGANIZATION,133.4,156.53,156.48,137.79,2,3,4,5,146.05,1.46,130.05
RESIDENT,20.8,19.86,22.19,22.92,2,3,4,5,21.44,0.71,19.68
RESIDENT,14.49,17.31,12.54,5.91,8,9,10,11,12.56,-2.86,13.03
RESIDENT,12.05,17.58,13.77,17.73,3,4,5,6,15.28,1.89,13.88
FACTORY,1514.62,1586.1,1801.19,1516.01,2,3,4,5,1604.48,0.46,1547.72
RESIDENT,20.86,21.97,17.74,15.14,8,9,10,11,18.93,-1.91,15.16
RESIDENT,37.7,40.46,34.62,41.17,4,5,6,7,38.49,1.16,42.39
ORGANIZATION,109.92,151.63,141.07,153.84,12,1,2,3,139.12,14.64,167.82
RESIDENT,13.99,16.19,13.12,20.04,11,12,1,2,15.83,2.02,21.96
ORGANIZATION,113.0,138.14,99.8,109.73,1,2,3,4,115.17,-1.09,121.85
ORGANIZATION,113.33,119.16,116.58,102.05,4,5,6,7,112.78,-3.76,157.64
RESIDENT,14.71,14.89,18.47,24.81,1,2,3,4,18.22,3.37,23.2
PUBLIC_SERVICE,73.44,68.11,63.57,61.21,3,4,5,6,66.58,-4.08,44.77
RESIDENT,23.75,24.03,28.78,24.97,9,10,11,12,25.38,0.41,24.64
RESIDENT,27.52,35.66,37.7,42.67,12,1,2,3,35.89,5.05,39.79
RESIDENT,18.55,9.78,19.38,18.64,11,12,1,2,16.59,0.03,24.45
RESIDENT,16.89,18.72,13.37,16.15,8,9,10,11,16.28,-0.25,16.46
RESIDENT,10.97,16.74,21.63,18.49,1,2,3,4,16.96,2.51,21.22
PUBLIC_SERVICE,99.66,112.15,97.42,115.72,9,10,11,12,106.24,5.35,104.25
PUBLIC_SERVICE,95.26,71.17,79.94,81.74,7,8,9,10,82.03,-4.51,40.65
GOVERNMENT,315.12,265.93,181.15,220.51,8,9,10,11,245.68,-31.54,208.18
RESIDENT,12.93,22.69,26.72,23.14,1,2,3,4,21.37,3.4,22.83
RESIDENT,21.5,13.03,9.26,11.29,7,8,9,10,13.77,-3.4,12.1
ORGANIZATION,95.43,78.65,51.89,58.53,7,8,9,10,71.12,-12.3,60.61
RESIDENT,41.83,40.79,38.28,34.07,5,6,7,8,38.74,-2.59,33.66
GOVERNMENT,293.66,289.55,455.76,277.42,10,11,12,1,329.1,-5.41,357.67
RESIDENT,27.13,29.96,29.37,26.06,9,10,11,12,28.13,-0.36,42.44
FACTORY,555.56,609.08,725.5,737.93,1,2,3,4,657.02,60.79,935.14
RESIDENT,24.98,17.78,12.54,13.31,8,9,10,11,17.15,-3.89,15.38
GOVERNMENT,173.53,187.94,124.03,155.78,6,7,8,9,160.32,-5.92,113.12
PUBLIC_SERVICE,121.63,122.11,149.57,133.11,2,3,4,5,131.61,3.83,128.53
RESIDENT,4.49,8.09,11.84,13.44,2,3,4,5,9.46,2.98,13.32
RESIDENT,25.26,19.02,16.67,13.7,6,7,8,9,18.66,-3.85,13.91
RESIDENT,26.31,12.98,23.31,18.25,9,10,11,12,20.21,-2.69,26.65
RESIDENT,35.57,28.74,32.05,27.03,6,7,8,9,30.85,-2.85,27.16
RESIDENT,20.89,27.88,30.1,34.76,3,4,5,6,28.41,4.62,25.54
RESIDENT,18.29,12.99,15.7,17.23,11,12,1,2,16.05,-0.35,20.77
RESIDENT,32.09,41.29,38.03,31.73,5,6,7,8,35.78,-0.12,25.57
RESIDENT,20.1,28.32,13.49,14.25,6,7,8,9,19.04,-1.95,9.6
PUBLIC_SERVICE,16.03,56.16,47.13,58.22,1,2,3,4,44.38,14.06,54.88
RESIDENT,32.99,33.46,35.77,36.17,11,12,1,2,34.6,1.06,35.69
RESIDENT,21.89,21.11,22.2,24.67,10,11,12,1,22.47,0.93,19.39
ORGANIZATION,99.17,84.92,68.29,49.62,8,9,10,11,75.5,-16.52,76.84
RESIDENT,34.45,42.06,36.3,38.5,5,6,7,8,37.83,1.35,32.0
RESIDENT,29.43,27.95,29.81,33.61,2,3,4,5,30.2,1.39,26.38
ORGANIZATION,138.26,158.24,194.24,99.53,6,7,8,9,147.57,-12.91,127.84
RESIDENT,4.26,7.64,8.32,11.08,1,2,3,4,7.82,2.27,11.33
GOVERNMENT,343.4,252.34,204.12,221.45,6,7,8,9,255.33,-40.65,193.22
RESIDENT,23.77,23.47,27.15,30.01,1,2,3,4,26.1,2.08,26.64
RESIDENT,18.54,25.34,29.15,22.11,5,6,7,8,23.79,1.19,17.08
RESIDENT,29.57,28.61,33.32,42.76,3,4,5,6,33.56,4.4,26.27
RESIDENT,17.33,16.34,16.56,18.7,2,3,4,5,17.23,0.46,15.11
RESIDENT,32.12,30.93,28.98,25.06,5,6,7,8,29.27,-2.35,20.76
RESIDENT,20.98,25.09,21.52,20.14,3,4,5,6,21.93,-0.28,30.79
FACTORY,1456.45,1518.65,1775.12,1635.12,9,10,11,12,1596.34,59.56,1425.33
ORGANIZATION,124.58,103.82,130.39,94.84,3,4,5,6,113.41,-9.91,111.94
GOVERNMENT,516.17,417.16,395.98,351.79,5,6,7,8,420.27,-54.79,306.51
PUBLIC_SERVICE,134.66,115.1,124.15,111.3,6,7,8,9,121.3,-7.79,100.8
PUBLIC_SERVICE,64.89,53.95,63.86,62.51,12,1,2,3,61.3,-0.79,81.27
RESIDENT,40.67,34.1,31.68,26.53,6,7,8,9,33.25,-4.71,26.6
FACTORY,873.61,803.41,1021.93,951.12,2,3,4,5,912.52,25.84,932.53
RESIDENT,17.74,13.33,9.45,11.82,6,7,8,9,13.08,-1.97,10.47
RESIDENT,30.46,20.52,27.6,30.8,5,6,7,8,27.35,0.11,22.94
RESIDENT,8.52,5.1,0.5,5.21,7,8,9,10,4.83,-1.1,4.67
RESIDENT,29.19,26.24,27.42,26.82,7,8,9,10,27.42,-0.79,33.89
RESIDENT,18.27,15.99,18.1,18.42,8,9,10,11,17.7,0.05,18.39
RESIDENT,26.19,26.34,28.62,27.64,4,5,6,7,27.2,0.48,31.64
GOVERNMENT,417.56,435.96,433.35,429.19,12,1,2,3,429.01,3.88,441.05
GOVERNMENT,432.1,442.62,412.06,422.87,5,6,7,8,427.41,-3.08,390.5
RESIDENT,14.9,16.64,11.61,8.61,6,7,8,9,12.94,-2.1,5.19
GOVERNMENT,365.16,361.03,380.12,382.95,10,11,12,1,372.31,5.93,413.88
RESIDENT,25.86,30.12,32.38,27.81,3,4,5,6,29.04,0.65,34.27
RESIDENT,14.71,25.4,18.99,15.8,4,5,6,7,18.72,0.36,20.18
GOVERNMENT,129.18,139.24,148.6,159.35,1,2,3,4,144.09,10.06,303.0
RESIDENT,15.49,12.2,17.22,16.63,11,12,1,2,15.38,0.38,18.18
RESIDENT,29.61,35.74,33.45,32.23,4,5,6,7,32.76,0.87,22.23
ORGANIZATION,104.52,198.09,127.57,141.47,2,3,4,5,142.91,12.32,107.68
RESIDENT,16.59,12.0,11.13,14.17,11,12,1,2,13.47,-0.81,21.06
ORGANIZATION,187.56,177.69,186.98,153.13,11,12,1,2,176.34,-11.48,213.79
RESIDENT,33.83,31.54,34.96,36.98,1,2,3,4,34.33,1.05,43.77
RESIDENT,30.53,36.78,33.05,27.86,2,3,4,5,32.05,-0.89,30.84
GOVERNMENT,297.23,343.4,252.34,204.12,5,6,7,8,274.27,-31.04,221.45
ORGANIZATION,93.04,79.88,64.24,93.65,4,5,6,7,82.7,0.2,58.41
ORGANIZATION,130.9,91.66,98.5,91.44,11,12,1,2,103.12,-13.15,132.83
RESIDENT,18.36,15.07,13.1,14.42,2,3,4,5,15.24,-1.31,14.86
RESIDENT,14.01,7.85,10.62,3.91,7,8,9,10,9.1,-3.37,2.28
GOVERNMENT,123.02,192.22,154.15,225.82,2,3,4,5,173.8,34.27,189.06
RESIDENT,11.32,7.79,14.15,11.32,10,11,12,1,11.14,0.0,16.16
RESIDENT,13.42,4.89,0.5,9.41,9,10,11,12,7.05,-1.34,10.95
RESIDENT,10.95,11.8,16.95,7.95,5,6,7,8,11.91,-1.0,9.59
RESIDENT,7.39,9.72,11.42,15.15,11,12,1,2,10.92,2.59,12.65
RESIDENT,22.08,23.36,28.97,30.4,12,1,2,3,26.2,2.77,32.96
RESIDENT,0.75,6.84,7.98,3.58,9,10,11,12,4.79,0.94,6.88
RESIDENT,19.75,16.9,20.82,24.23,4,5,6,7,20.43,1.49,16.35
RESIDENT,38.13,36.44,37.99,66.26,2,3,4,5,44.7,9.38,38.84
RESIDENT,25.84,24.44,24.46,26.99,4,5,6,7,25.43,0.38,17.9
RESIDENT,33.85,27.41,29.04,26.43,6,7,8,9,29.18,-2.47,20.2
ORGANIZATION,115.99,90.63,78.19,71.48,6,7,8,9,89.07,-14.84,48.74
PUBLIC_SERVICE,123.55,114.33,117.67,111.2,10,11,12,1,116.69,-4.12,130.69
RESIDENT,32.7,22.91,28.64,31.15,9,10,11,12,28.85,-0.52,23.68
ORGANIZATION,208.59,150.48,149.74,136.88,8,9,10,11,161.42,-23.9,163.12
ORGANIZATION,158.34,202.85,174.45,190.29,12,1,2,3,181.48,10.65,205.63
RESIDENT,15.3,12.0,8.26,8.2,7,8,9,10,10.94,-2.37,5.92
RESIDENT,25.13,24.31,25.04,29.97,10,11,12,1,26.11,1.61,32.41
PUBLIC_SERVICE,102.4,83.41,110.46,121.67,1,2,3,4,104.48,6.42,118.11
RESIDENT,16.09,14.21,15.16,22.03,11,12,1,2,16.87,1.98,26.02
RESIDENT,19.83,22.64,26.53,26.62,3,4,5,6,23.91,2.26,29.23
GOVERNMENT,388.96,371.75,406.18,438.48,11,12,1,2,401.34,16.51,411.65
PUBLIC_SERVICE,29.34,43.69,60.43,30.4,1,2,3,4,40.97,0.35,68.1
RESIDENT,18.12,11.62,12.99,11.6,8,9,10,11,13.58,-2.17,13.08
RESIDENT,37.96,43.88,44.3,53.35,2,3,4,5,44.87,5.13,37.82
RESIDENT,26.82,21.31,18.78,23.1,10,11,12,1,22.5,-1.24,22.1
RESIDENT,39.96,36.5,36.6,31.61,5,6,7,8,36.17,-2.78,32.71
RESIDENT,22.66,11.57,19.26,18.17,9,10,11,12,17.92,-1.5,18.17
RESIDENT,32.45,25.86,24.51,25.76,9,10,11,12,27.15,-2.23,31.2
RESIDENT,23.78,27.5,21.73,31.03,4,5,6,7,26.01,2.42,33.81
RESIDENT,12.84,11.82,15.09,9.53,7,8,9,10,12.32,-1.1,6.96
FACTORY,589.49,461.35,523.39,713.07,11,12,1,2,571.83,41.19,748.75
RESIDENT,19.79,21.17,18.09,20.26,4,5,6,7,19.83,0.16,16.07
ORGANIZATION,36.41,58.04,42.91,75.07,10,11,12,1,53.11,12.89,72.66
ORGANIZATION,124.38,121.14,142.83,111.59,9,10,11,12,124.99,-4.26,185.93
RESIDENT,11.51,0.5,2.55,7.07,8,9,10,11,5.41,-1.48,2.66
RESIDENT,27.18,25.49,31.15,31.18,11,12,1,2,28.75,1.33,35.17
PUBLIC_SERVICE,133.23,163.64,154.75,161.18,2,3,4,5,153.2,9.32,167.81
PUBLIC_SERVICE,71.06,49.1,66.2,63.35,3,4,5,6,62.43,-2.57,60.67
RESIDENT,0.54,4.28,0.5,6.85,10,11,12,1,3.04,2.1,10.01
RESIDENT,17.43,27.89,23.77,19.74,3,4,5,6,22.21,0.77,14.71
RESIDENT,7.76,17.53,10.71,14.58,1,2,3,4,12.64,2.27,17.36
RESIDENT,21.77,19.27,22.24,18.89,3,4,5,6,20.54,-0.96,16.33
RESIDENT,17.14,11.9,18.29,12.99,9,10,11,12,15.08,-1.38,15.7
RESIDENT,28.11,35.03,34.1,38.31,1,2,3,4,33.89,3.4,42.81
RESIDENT,27.99,32.52,35.44,40.59,2,3,4,5,34.14,4.2,34.43
RESIDENT,24.69,25.6,24.44,27.92,10,11,12,1,25.66,1.08,24.54
GOVERNMENT,149.73,205.64,175.0,131.33,6,7,8,9,165.43,-6.13,126.91
PUBLIC_SERVICE,75.03,60.23,59.48,52.64,4,5,6,7,61.84,-7.46,52.3
PUBLIC_SERVICE,117.59,100.95,92.64,114.22,11,12,1,2,106.35,-1.12,124.02
RESIDENT,13.05,27.55,15.9,19.55,11,12,1,2,19.01,2.17,26.15
ORGANIZATION,72.16,49.42,67.13,66.41,7,8,9,10,63.78,-1.92,64.22
RESIDENT,31.07,31.44,42.85,39.6,1,2,3,4,36.24,2.84,42.22
FACTORY,1651.31,1555.37,1729.01,1909.88,11,12,1,2,1711.39,86.19,2064.26
GOVERNMENT,364.96,365.16,361.03,380.12,9,10,11,12,367.82,5.05,382.95
FACTORY,1004.86,1023.74,972.07,1142.92,12,1,2,3,1035.9,46.02,1222.77
FACTORY,1935.03,1726.48,1736.36,1835.76,6,7,8,9,1808.41,-33.09,1755.72
RESIDENT,5.66,12.91,13.64,16.44,1,2,3,4,12.16,3.59,10.37
PUBLIC_SERVICE,97.03,113.43,116.09,121.81,12,1,2,3,112.09,8.26,132.13
PUBLIC_SERVICE,134.9,134.23,168.19,150.77,11,12,1,2,147.02,5.29,166.38
ORGANIZATION,42.99,65.38,51.92,85.11,11,12,1,2,61.35,14.04,73.5
RESIDENT,18.8,21.22,15.21,25.19,2,3,4,5,20.11,2.13,14.41
FACTORY,1325.19,2082.59,1446.19,1487.59,1,2,3,4,1585.39,54.13,1579.75
GOVERNMENT,325.55,368.67,369.23,368.07,10,11,12,1,357.88,14.17,370.39
RESIDENT,10.33,9.74,10.23,5.76,6,7,8,9,9.02,-1.52,6.39
GOVERNMENT,344.28,264.17,287.86,300.37,6,7,8,9,299.17,-14.64,281.66
RESIDENT,26.55,28.6,26.01,27.67,11,12,1,2,27.21,0.37,36.81
RESIDENT,35.87,48.03,38.4,35.81,3,4,5,6,39.53,-0.02,35.78
RESIDENT,4.61,9.63,12.64,11.25,12,1,2,3,9.53,2.21,13.06
PUBLIC_SERVICE,97.43,73.26,63.27,66.94,7,8,9,10,75.22,-10.16,79.06
GOVERNMENT,191.03,195.07,152.04,225.23,9,10,11,12,190.84,11.4,236.32
RESIDENT,12.91,13.64,16.44,10.37,2,3,4,5,13.34,-0.85,15.92
RESIDENT,27.65,23.56,20.62,26.56,8,9,10,11,24.6,-0.36,24.78
GOVERNMENT,411.49,608.94,495.85,533.24,2,3,4,5,512.38,40.58,545.68
FACTORY,371.9,409.23,492.12,434.86,11,12,1,2,427.03,20.99,600.85
RESIDENT,29.49,31.51,32.58,36.89,2,3,4,5,32.62,2.47,31.45
RESIDENT,21.89,26.87,29.16,33.3,12,1,2,3,27.8,3.8,32.45
RESIDENT,38.1,27.54,20.92,27.53,6,7,8,9,28.52,-3.52,16.16
RESIDENT,31.69,32.21,36.15,30.15,4,5,6,7,32.55,-0.51,41.37
GOVERNMENT,378.9,345.15,310.57,324.04,6,7,8,9,339.66,-18.29,260.61
RESIDENT,0.5,2.77,3.6,5.66,10,11,12,1,3.13,1.72,4.8
PUBLIC_SERVICE,143.66,143.93,138.62,139.05,1,2,3,4,141.31,-1.54,144.21
RESIDENT,28.76,24.5,38.55,33.78,11,12,1,2,31.4,1.67,31.98
FACTORY,1593.42,1393.6,1327.94,1472.28,7,8,9,10,1446.81,-40.38,1316.07
RESIDENT,21.16,16.13,13.68,10.78,7,8,9,10,15.44,-3.46,8.17
RESIDENT,36.56,31.78,31.85,25.28,6,7,8,9,31.37,-3.76,27.33
RESIDENT,17.05,18.8,21.22,15.21,1,2,3,4,18.07,-0.61,25.19
FACTORY,765.12,1005.51,1016.73,1221.4,2,3,4,5,1002.19,152.09,1234.49
RESIDENT,20.69,19.98,24.28,28.49,12,1,2,3,23.36,2.6,27.12
RESIDENT,18.45,16.86,15.48,11.11,8,9,10,11,15.48,-2.45,11.23
RESIDENT,25.48,36.68,30.32,36.39,11,12,1,2,32.22,3.64,49.73
PUBLIC_SERVICE,119.97,136.94,131.23,153.29,3,4,5,6,135.36,11.11,144.48
ORGANIZATION,139.84,175.93,142.76,167.37,3,4,5,6,156.47,9.18,165.08
ORGANIZATION,78.97,83.57,53.36,67.95,4,5,6,7,70.96,-3.67,63.37
RESIDENT,20.96,22.62,16.9,12.83,6,7,8,9,18.33,-2.71,15.86
PUBLIC_SERVICE,51.57,23.89,32.08,44.69,10,11,12,1,38.06,-2.29,65.48
RESIDENT,14.66,13.11,9.82,15.4,8,9,10,11,13.25,0.25,17.76
RESIDENT,34.36,29.69,27.52,35.66,10,11,12,1,31.81,0.43,37.7
RESIDENT,20.11,21.56,26.4,34.58,1,2,3,4,25.66,4.82,23.53
RESIDENT,25.31,30.44,23.57,18.74,7,8,9,10,24.51,-2.19,27.54
PUBLIC_SERVICE,81.49,95.27,85.5,82.04,9,10,11,12,86.08,0.18,116.21
GOVERNMENT,316.87,296.36,286.8,280.92,6,7,8,9,295.24,-11.98,344.36
GOVERNMENT,124.76,133.39,91.56,104.78,8,9,10,11,113.62,-6.66,55.34
FACTORY,988.14,1063.87,1091.45,988.17,4,5,6,7,1032.91,0.01,999.94
RESIDENT,22.6,22.05,35.29,27.45,11,12,1,2,26.85,1.62,29.67
RESIDENT,18.05,16.43,30.37,22.52,2,3,4,5,21.84,1.49,29.29
ORGANIZATION,164.81,152.25,146.37,132.38,9,10,11,12,148.95,-10.81,175.9
RESIDENT,18.45,13.57,19.29,14.7,10,11,12,1,16.5,-1.25,22.17
ORGANIZATION,46.84,74.26,63.34,72.06,11,12,1,2,64.12,8.41,85.15
RESIDENT,24.43,27.45,24.69,25.6,8,9,10,11,25.54,0.39,24.44
RESIDENT,29.41,23.82,29.57,23.34,6,7,8,9,26.54,-2.02,25.78
RESIDENT,13.25,13.3,18.48,18.31,2,3,4,5,15.84,1.69,14.35
FACTORY,1696.22,1567.07,2301.02,1792.75,7,8,9,10,1839.26,32.18,1783.67
GOVERNMENT,118.09,147.5,149.55,159.46,4,5,6,7,143.65,13.79,122.48
RESIDENT,18.56,21.93,15.91,19.37,3,4,5,6,18.94,0.27,18.0
PUBLIC_SERVICE,158.54,112.58,129.95,116.65,2,3,4,5,129.43,-13.96,107.69
RESIDENT,11.97,16.96,12.95,12.69,8,9,10,11,13.64,0.24,10.6
RESIDENT,22.5,22.23,24.8,25.16,9,10,11,12,23.67,0.89,24.06
PUBLIC_SERVICE,48.98,27.84,42.14,53.42,1,2,3,4,43.09,1.48,60.9
ORGANIZATION,107.41,95.42,109.96,117.33,3,4,5,6,107.53,3.31,111.01
RESIDENT,26.53,26.6,29.49,29.46,9,10,11,12,28.02,0.98,34.58
RESIDENT,11.23,5.58,11.1,3.26,6,7,8,9,7.79,-2.66,2.9
RESIDENT,36.97,30.52,29.54,22.68,7,8,9,10,29.93,-4.76,24.22
RESIDENT,21.72,28.88,28.78,34.34,11,12,1,2,28.43,4.21,26.93
